Record_ID,Date,Exporter_ID,State,Industry,MSME_Udyam,Manufacturing_Capacity_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_Terms,Prompt_Response_Score,Hiring_Signal,LinkedIn_Activity,SalesNav_ProfileViews,SalesNav_JobChange,Intent_Score,Shipment_Value_USD,Quantity_Tons,Tariff_Impact,StockMarket_Impact,War_Risk,Natural_Calamity_Risk,Currency_Shift,Converted,Impact_Score
11008,2024-04-30,EXP_7297,Punjab,Machinery,,,21722617,996,,1,0.89,1,22748,6001,0,0.12,443293.0,1837.0,-0.26,-0.64,1,1,-0.82,0,-0.82
11009,2021-06-07,EXP_6405,Karnataka,IT Software,0.0,3877.0,63734154,228,GDPR,1,0.66,1,5864,13678,0,0.73,443293.0,4049.0,0.32,-0.28,1,0,-0.83,0,-0.83
11010,2021-02-17,EXP_3260,Rajasthan,Engineering,,7208.0,73546905,1459,ISO14001,0,0.65,0,11935,715,1,0.76,176296.0,3951.0,-0.93,-0.31,0,1,0.34,0,0.34
11011,2024-08-06,EXP_1307,Gujarat,Textiles,1.0,2341.0,18323543,1630,,0,0.37,1,20411,14118,0,0.11,443293.0,1069.0,0.04,0.11,0,1,0.62,0,0.62
11012,2024-03-26,EXP_2541,Rajasthan,Medical Devices,1.0,6963.0,5500170,1194,,0,0.16,0,4093,7008,1,0.69,443293.0,2814.0,0.47,0.18,0,1,-0.62,0,-0.62
11013,2021-08-08,EXP_1267,Karnataka,Electronics,,,47564025,1740,ISO9001,1,0.4,0,19909,10533,0,0.84,569149.0,2559.0,0.92,0.81,1,0,-0.23,0,-0.23
11014,2024-10-26,EXP_5102,Karnataka,Textiles,0.0,481.0,32075482,1098,ISO9001,0,0.47,1,7084,667,0,0.61,443293.0,2524.0,-0.21,-0.24,0,1,0.56,0,0.56
11015,2023-10-06,EXP_9126,Karnataka,Pharmaceuticals,1.0,3233.0,69523311,102,,1,0.58,1,20338,8753,1,0.52,443293.0,3445.0,0.37,0.72,0,1,-0.61,0,-0.61
11016,2023-02-18,EXP_9070,Delhi,IT Software,,1553.0,72642944,1943,,1,0.77,1,22728,1747,0,0.72,451017.0,3334.0,-0.93,0.96,0,0,-0.35,1,-0.35
11017,2022-07-02,EXP_9135,Telangana,Pharmaceuticals,1.0,,11258677,1980,,1,0.06,1,5628,14972,1,0.27,443293.0,3710.0,-0.07,0.92,1,1,-0.91,0,-0.91
11018,2023-03-23,EXP_7237,Karnataka,Machinery,,,68607365,399,,1,0.08,0,11831,733,0,0.36,41110.0,1952.0,-0.03,-0.24,0,0,-0.41,0,-0.41
11019,2024-09-17,EXP_3180,Punjab,Machinery,0.0,,70504759,1797,,1,0.81,0,22710,1188,1,0.29,443293.0,2362.0,0.15,-0.78,1,0,0.65,0,0.65
11020,2024-06-18,EXP_4178,Delhi,Auto Parts,1.0,6729.0,2781738,642,,0,0.83,1,16090,4326,0,0.42,443293.0,2548.0,-0.48,0.72,1,0,0.18,0,0.18
11021,2021-06-07,EXP_6456,Karnataka,Electronics,,,24633979,69,ISO9001,1,0.18,1,11772,7814,0,0.89,749473.0,2619.0,0.83,-0.08,1,1,-0.09,0,-0.09
11022,2024-08-20,EXP_2471,Tamil Nadu,Medical Devices,0.0,7559.0,45310390,477,ISO9001,1,0.73,0,12029,12435,0,0.29,443293.0,2293.0,1.0,-0.66,1,0,-0.57,0,-0.57
11023,2023-11-07,EXP_7734,Maharashtra,Medical Devices,1.0,3284.0,47442075,235,,1,0.09,1,2342,8940,1,0.76,443293.0,3370.0,0.45,0.02,1,1,0.77,0,0.77
11024,2023-02-02,EXP_2035,Haryana,Pharmaceuticals,,,43385505,74,WHO-GMP,1,0.56,0,13497,9963,0,0.65,443293.0,4952.0,0.72,0.95,1,0,0.2,0,0.2
11025,2022-06-10,EXP_3223,Maharashtra,Engineering,0.0,,67063108,1364,,1,0.83,0,16285,142,1,0.1,443293.0,3600.0,-0.5,0.7,0,0,-0.51,0,-0.51
11026,2022-11-20,EXP_6088,Maharashtra,Chemicals,1.0,,42507519,1683,REACH,1,0.47,0,2101,1446,0,0.13,443293.0,3342.0,-0.49,0.65,1,1,0.95,0,0.95
11027,2022-05-23,EXP_8520,Punjab,IT Software,,,15396711,1083,,0,0.56,1,13190,12666,0,0.92,443293.0,3481.0,-0.43,0.81,1,1,0.77,0,0.77
11028,2024-09-25,EXP_3761,Karnataka,Machinery,0.0,7091.0,48323587,1357,ISO9001,0,0.24,1,13088,13454,1,0.1,443293.0,1145.0,0.56,-0.49,0,1,0.84,0,0.84
11029,2022-08-17,EXP_4188,Gujarat,Chemicals,,,21316125,220,,1,0.43,0,8710,5294,0,0.08,614123.0,1741.0,0.54,0.92,0,0,0.89,0,0.89
11030,2023-12-28,EXP_6049,Tamil Nadu,Machinery,1.0,8350.0,54161804,1051,ISO9001,0,0.23,1,7468,13196,1,0.75,443293.0,3031.0,0.71,-0.62,1,0,-0.1,0,-0.1
11031,2022-05-13,EXP_1659,Delhi,Solar,1.0,797.0,71635837,851,TUV,0,0.91,0,15805,7698,1,0.16,443293.0,3095.0,0.81,0.32,1,1,-0.25,0,-0.25
11032,2022-12-07,EXP_6013,Telangana,Chemicals,1.0,6997.0,25935971,60,RoHS,0,0.8,1,16243,8300,0,0.35,443293.0,1369.0,0.99,0.55,1,0,0.13,0,0.13
11033,2023-11-08,EXP_5748,Tamil Nadu,Medical Devices,,8862.0,66618689,1979,,1,0.43,0,14020,7578,0,0.37,265907.0,4192.0,0.14,0.71,0,0,-0.06,1,-0.06
11034,2021-02-27,EXP_4805,Telangana,Auto Parts,,,21164966,857,,0,0.53,0,23308,8715,0,0.4,443293.0,1604.0,0.18,0.95,1,1,-0.02,0,-0.02
11035,2023-03-31,EXP_3066,Punjab,Electronics,0.0,1777.0,40683017,805,ISO9001,0,0.93,1,15887,2063,0,0.48,845933.0,1108.0,0.83,-0.35,1,1,0.79,0,0.79
11036,2023-12-20,EXP_5409,Rajasthan,IT Software,,2757.0,23824877,1058,,1,0.84,1,7306,8688,0,0.52,140639.0,1426.0,-0.54,0.54,1,1,0.93,0,0.93
11037,2024-11-07,EXP_2079,Rajasthan,Machinery,1.0,8076.0,78616851,619,,0,0.7,0,2099,9075,1,0.0,443293.0,2913.0,0.6,0.67,1,0,0.05,0,0.05
11038,2024-07-21,EXP_2407,Haryana,Pharmaceuticals,1.0,1911.0,25582042,253,EU-GMP,1,0.62,0,1190,9449,1,0.03,513570.0,734.0,0.89,0.87,1,0,0.93,0,0.93
11039,2023-10-30,EXP_5437,Haryana,Chemicals,,4173.0,10847437,1107,RoHS,0,0.0,0,13163,1091,1,0.22,443293.0,257.0,0.73,-0.71,1,1,0.22,0,0.22
11040,2022-01-11,EXP_1231,Rajasthan,Textiles,1.0,,52460482,179,ISO9001,1,0.4,0,7051,8082,0,0.35,443293.0,1832.0,0.15,0.46,1,0,-0.17,0,-0.17
11041,2024-11-30,EXP_1372,Haryana,Chemicals,1.0,4561.0,5288378,1860,,0,0.98,1,2558,13524,1,0.58,509491.0,2580.0,0.83,-0.16,1,1,-0.62,0,-0.62
11042,2023-11-02,EXP_6970,Karnataka,Chemicals,1.0,4753.0,31285393,195,,0,0.43,1,12526,8743,1,0.97,180216.0,2142.0,-0.77,0.63,0,1,-0.93,0,-0.93
11043,2024-01-03,EXP_7204,Haryana,Auto Parts,0.0,2965.0,37465877,1811,,1,0.23,0,12774,10615,1,0.54,443293.0,3400.0,-0.41,0.86,0,0,-0.57,0,-0.57
11044,2024-01-29,EXP_8583,Gujarat,Machinery,1.0,,57255371,1686,,0,0.11,0,19648,2897,0,0.17,703206.0,1975.0,-0.02,0.24,1,1,0.04,0,0.04
11045,2021-11-07,EXP_4114,Karnataka,Medical Devices,,281.0,48575062,1473,ISO9001,0,0.09,1,11472,2813,0,0.52,443293.0,927.0,0.87,0.86,1,1,0.64,0,0.64
11046,2022-02-19,EXP_2203,Haryana,Solar,0.0,,38328635,747,TUV,1,0.9,0,21102,11148,1,0.41,868623.0700000001,2363.0,-0.82,-0.07,0,1,0.77,0,0.77
11047,2023-11-07,EXP_1763,Gujarat,Auto Parts,1.0,4743.0,29209526,1261,,1,0.7,0,14774,25,1,0.28,831322.0,1450.0,0.94,0.51,0,0,0.11,0,0.11
11048,2021-03-14,EXP_4493,Maharashtra,Textiles,1.0,,31426711,521,,1,0.46,1,15925,13137,0,0.93,443293.0,105.0,0.31,-0.58,1,0,-0.78,0,-0.78
11049,2024-08-28,EXP_5297,Delhi,Electronics,0.0,2876.0,76961903,970,,1,0.08,0,17857,14338,1,0.89,837082.0,1609.0,-0.91,-0.24,0,1,0.38,0,0.38
11050,2023-12-13,EXP_7094,Telangana,Chemicals,,,17697242,863,REACH,1,0.1,0,22486,13622,0,0.24,443293.0,1279.0,0.31,-0.51,1,0,0.54,0,0.54
11051,2023-07-08,EXP_2850,Punjab,Chemicals,0.0,,60809154,679,,1,0.04,0,17774,10389,1,0.83,443293.0,2719.0,-0.18,0.4,0,1,-0.96,0,-0.96
11052,2023-01-28,EXP_1613,Tamil Nadu,Textiles,1.0,,61704092,607,,0,0.39,0,2481,8076,1,0.33,443293.0,470.0,-0.17,0.91,0,0,-0.02,0,-0.02
11053,2021-08-20,EXP_5776,Rajasthan,Solar,0.0,345.0,34795178,1672,,0,0.74,1,14768,11917,0,0.68,443293.0,1619.0,0.63,-0.69,1,1,-0.57,0,-0.57
11054,2024-10-23,EXP_8386,Telangana,Medical Devices,,5053.0,11375715,1071,ISO9001,0,0.62,0,5760,2005,1,0.92,531762.0,3299.0,0.86,-0.32,1,0,-0.4,0,-0.4
11055,2024-05-25,EXP_8054,Tamil Nadu,Machinery,1.0,,73314723,962,ISO9001,0,0.56,1,18824,14830,0,0.58,300047.0,2387.0,-0.6,-0.91,0,0,-0.14,0,-0.14
11056,2023-12-08,EXP_8102,Delhi,Machinery,0.0,,58443751,1248,ISO9001,1,0.27,0,24304,1166,0,0.8,443293.0,3519.0,-0.47,-0.07,0,0,-0.03,0,-0.03
11057,2023-06-05,EXP_2496,Haryana,Textiles,,1821.0,1557963,1219,,1,0.58,1,9480,3435,1,0.43,443293.0,706.0,0.99,-0.73,1,0,0.27,0,0.27
11058,2024-11-23,EXP_7691,Maharashtra,Pharmaceuticals,0.0,8294.0,43531621,168,WHO-GMP,1,0.69,0,18725,9302,1,0.07,859303.0,293.0,0.23,0.15,1,0,-0.23,0,-0.23
11059,2021-06-02,EXP_8351,Tamil Nadu,Auto Parts,0.0,,32836873,604,,0,0.26,1,1561,3892,0,0.24,340554.0,1866.0,-0.83,-0.38,1,1,-0.07,0,-0.07
11060,2022-04-04,EXP_8853,Rajasthan,Solar,,6643.0,49659498,107,UL,1,0.35,0,9362,7982,0,0.74,639787.0,4230.0,-0.51,0.18,1,0,-0.81,1,-0.81
11061,2022-10-30,EXP_5543,Maharashtra,IT Software,0.0,,52992297,1644,ISO27001,1,0.36,0,6108,7370,1,0.96,443293.0,3061.0,-0.17,-0.89,1,1,0.53,0,0.53
11062,2024-04-04,EXP_9322,Punjab,Medical Devices,1.0,1059.0,67983547,207,ISO9001,1,0.45,0,11244,5150,1,0.51,443293.0,692.0,-0.57,-0.53,0,0,0.43,0,0.43
11063,2025-01-22,EXP_5403,Haryana,Engineering,,2996.0,15559809,1447,,1,0.43,0,23969,1845,1,0.33,443293.0,4448.0,-0.79,-0.62,1,0,0.07,0,0.07
11064,2022-10-31,EXP_5829,Telangana,Machinery,1.0,,25851941,1988,ISO9001,0,0.28,0,7592,6019,0,0.05,443293.0,4619.0,-0.37,0.7,0,0,-0.52,0,-0.52
11065,2023-01-05,EXP_5384,Tamil Nadu,Chemicals,1.0,,67485761,1564,RoHS,0,0.3,1,5814,9744,1,0.88,567327.0,230.0,-0.31,-0.91,1,0,-0.21,1,-0.21
11066,2023-05-01,EXP_5959,Punjab,Textiles,,,14292053,675,,1,0.75,0,13034,4076,1,0.26,443293.0,3230.0,-0.68,0.73,1,0,-0.85,0,-0.85
11067,2024-02-11,EXP_7789,Maharashtra,Electronics,1.0,2314.0,59071782,768,ISO9001,1,0.69,1,18388,1531,0,0.1,443293.0,719.0,-0.28,-0.05,1,1,-0.61,0,-0.61
11068,2025-01-22,EXP_3448,Haryana,Electronics,1.0,,58648480,1551,ISO9001,1,0.85,1,19274,14506,0,0.29,443293.0,4105.0,0.59,0.82,0,0,0.09,1,0.09
11069,2024-05-11,EXP_7787,Karnataka,Auto Parts,0.0,,45858189,1607,,1,0.43,0,12879,5365,1,0.39,868623.0700000001,3925.0,0.08,-0.79,0,0,0.72,0,0.72
11070,2021-09-12,EXP_8682,Telangana,Medical Devices,,,8817254,1521,ISO9001,0,0.33,0,16279,13252,0,0.17,364915.0,223.0,-0.43,0.45,0,0,0.5,0,0.5
11071,2023-10-14,EXP_9734,Tamil Nadu,Textiles,,,62199387,442,ISO9001,0,0.8,0,11422,5344,0,0.98,443293.0,2064.0,0.78,-0.55,1,1,-0.7,0,-0.7
11072,2023-04-06,EXP_2628,Punjab,Solar,,7831.0,8155645,105,TUV,0,0.99,1,2693,6379,1,0.66,606587.0,1362.0,0.6,0.63,1,1,-0.19,1,-0.19
11073,2022-12-01,EXP_8577,Gujarat,Pharmaceuticals,1.0,497.0,39246659,379,,0,0.12,0,3074,1151,0,0.46,443293.0,1521.0,-0.67,-0.18,0,1,-0.69,0,-0.69
11074,2021-09-20,EXP_6812,Tamil Nadu,Chemicals,0.0,,60925736,360,RoHS,0,0.16,1,24256,14709,1,0.91,443293.0,4306.0,0.62,-0.75,1,1,-0.98,0,-0.98
11075,2021-04-05,EXP_7382,Delhi,Pharmaceuticals,,,9504096,789,WHO-GMP,1,0.54,0,3624,13573,1,0.61,443293.0,4015.0,0.59,-0.62,0,0,-0.68,0,-0.68
11076,2024-07-24,EXP_9233,Telangana,Engineering,1.0,,11447280,739,ISO9001,0,0.26,0,20195,9523,0,0.0,443293.0,3697.0,0.31,0.07,1,1,-0.5,0,-0.5
11077,2023-04-24,EXP_1151,Karnataka,Electronics,0.0,3710.0,59570503,269,,1,0.16,0,2231,5464,1,0.92,443293.0,3553.0,0.71,0.45,1,1,0.44,0,0.44
11078,2022-04-24,EXP_9107,Rajasthan,IT Software,,,47229658,784,SOC2,0,0.62,0,11347,1458,0,0.24,419194.0,3193.0,0.53,0.47,0,1,0.62,1,0.62
11079,2023-10-14,EXP_7751,Maharashtra,Solar,0.0,,5659200,161,UL,1,0.5,1,23807,1694,1,0.74,443293.0,4597.0,-0.4,-0.16,0,1,-0.63,0,-0.63
11080,2022-07-10,EXP_8878,Punjab,Chemicals,,,67347379,1146,ISO14001,0,0.97,1,2529,14942,1,0.93,443293.0,598.0,-0.53,-0.95,0,0,-0.22,0,-0.22
11081,2023-09-18,EXP_5814,Gujarat,Electronics,1.0,,4597535,839,,0,0.58,0,6884,3212,1,0.02,547515.0,537.0,0.66,0.36,1,1,-0.17,0,-0.17
11082,2022-07-21,EXP_5154,Punjab,Electronics,0.0,8378.0,10909528,464,,0,0.27,1,9481,10631,1,0.8,235727.0,64.0,0.94,-0.56,1,1,-0.61,0,-0.61
11083,2024-05-20,EXP_9366,Delhi,Electronics,1.0,2459.0,26263644,1119,,0,0.95,0,23293,3565,0,0.41,443293.0,1947.0,0.72,0.37,0,0,-0.98,0,-0.98
11084,2024-12-06,EXP_1977,Maharashtra,Medical Devices,0.0,,1380532,1246,,0,0.33,1,15597,1814,0,0.61,443293.0,4429.0,0.24,-0.08,1,0,-0.28,0,-0.28
11085,2023-05-23,EXP_6376,Telangana,Textiles,,6583.0,33562777,1497,ISO9001,0,0.46,1,18966,1599,0,0.46,443293.0,3183.0,0.38,0.23,0,1,0.22,0,0.22
11086,2023-01-02,EXP_3973,Punjab,Auto Parts,0.0,,16115488,1520,,0,0.52,1,16196,9154,0,0.02,674080.0,1765.0,0.61,0.67,0,1,-0.82,0,-0.82
11087,2022-07-23,EXP_2664,Delhi,Electronics,,,2999381,664,ISO9001,0,0.94,0,15263,5535,0,0.99,199314.0,3133.0,-0.27,0.4,0,0,0.68,0,0.68
11088,2021-05-16,EXP_8432,Tamil Nadu,Textiles,1.0,,4726007,48,ISO9001,1,0.46,1,7745,12193,1,0.62,773421.0,4049.0,0.08,0.39,1,1,0.5,0,0.5
11089,2021-12-10,EXP_5654,Gujarat,Chemicals,0.0,6387.0,41311884,1745,RoHS,1,0.17,0,18284,3409,1,0.56,443293.0,1995.0,0.05,-0.03,1,1,0.4,0,0.4
11090,2023-05-15,EXP_8913,Karnataka,Machinery,,992.0,34405629,1070,,0,0.36,1,17297,7061,1,0.8,443293.0,1031.0,-0.14,0.97,0,0,-0.81,0,-0.81
11091,2021-04-28,EXP_5863,Rajasthan,Pharmaceuticals,0.0,5948.0,64946844,1977,FDA,1,0.82,0,16764,518,1,0.2,558879.0,4119.0,0.97,-0.28,1,0,0.98,0,0.98
11092,2024-03-25,EXP_1205,Maharashtra,Solar,1.0,7667.0,6655471,1953,,0,0.99,1,11866,5314,1,0.61,443293.0,3427.0,-0.93,0.18,0,1,0.03,0,0.03
11093,2023-04-01,EXP_7860,Haryana,Electronics,0.0,1405.0,33342452,455,,1,0.11,0,13153,481,1,0.21,132473.0,4135.0,0.7,0.12,0,0,-0.75,0,-0.75
11094,2022-02-14,EXP_1272,Punjab,Chemicals,1.0,,35025183,883,ISO14001,1,0.95,0,10480,3911,1,0.57,759481.0,901.0,-0.97,-0.77,0,1,-0.63,0,-0.63
11095,2022-12-13,EXP_1292,Tamil Nadu,Engineering,,,53428084,2000,,0,0.46,0,22027,4747,0,0.69,639098.0,721.0,0.03,-0.96,0,0,-0.13,1,-0.13
11096,2021-07-31,EXP_6476,Telangana,Textiles,1.0,,39526912,1034,,0,0.76,0,7529,11548,1,0.51,443293.0,2263.0,-0.85,-0.14,1,1,-0.83,0,-0.83
11097,2021-01-16,EXP_6974,Karnataka,Electronics,1.0,3364.0,14651693,98,ISO9001,0,0.42,0,5530,5148,1,0.48,443293.0,4115.0,0.99,-0.38,1,1,0.97,0,0.97
11098,2021-05-02,EXP_8084,Gujarat,IT Software,1.0,,7699710,1594,SOC2,0,0.73,1,5817,5905,1,0.03,340152.0,2297.0,0.1,-0.4,1,1,0.05,0,0.05
11099,2023-06-19,EXP_5544,Tamil Nadu,Auto Parts,0.0,,21807036,592,,0,0.38,1,9470,6871,1,0.96,675249.0,3083.0,0.57,0.61,1,0,-0.23,0,-0.23
11100,2021-01-09,EXP_5705,Gujarat,IT Software,1.0,4386.0,40138927,420,,1,0.19,1,1597,2284,0,0.04,212731.0,4357.0,0.79,0.1,0,1,-0.8,1,-0.8
11101,2022-05-27,EXP_2969,Telangana,Pharmaceuticals,,4559.0,15829163,1980,EU-GMP,1,0.04,0,637,575,1,0.82,443293.0,345.0,0.45,0.74,0,1,0.18,0,0.18
11102,2021-04-06,EXP_1565,Haryana,Textiles,,6233.0,62152012,1826,ISO9001,1,0.75,1,24111,5810,0,0.56,357292.0,4686.0,-0.78,0.3,0,0,0.96,1,0.96
11103,2024-07-23,EXP_7116,Karnataka,Electronics,,,63546829,1837,,1,0.61,1,2831,2269,1,0.94,290013.0,4008.0,0.94,-0.19,0,1,0.95,0,0.95
11104,2024-05-23,EXP_2413,Delhi,Electronics,0.0,,58593113,1070,,1,0.56,1,10913,7243,0,0.67,443293.0,2855.0,0.68,0.14,1,1,0.39,0,0.39
11105,2022-08-30,EXP_9968,Delhi,Solar,1.0,,39711980,465,IEC,1,0.18,1,118,13285,1,0.25,443293.0,3251.0,0.9,0.49,0,1,-0.49,0,-0.49
11106,2021-07-25,EXP_9983,Haryana,Electronics,0.0,,10649811,49,ISO9001,1,0.68,0,6790,5460,1,0.9,443293.0,3966.0,0.22,-0.06,0,1,0.78,0,0.78
11107,2021-07-09,EXP_7474,Gujarat,Chemicals,0.0,,14981653,1647,RoHS,1,0.1,0,8947,7061,1,0.16,443293.0,2146.0,-1.0,0.25,0,1,0.06,0,0.06
11108,2021-10-15,EXP_8665,Punjab,Auto Parts,1.0,545.0,45523277,1781,,1,0.8,1,2218,12866,0,0.63,763511.0,2746.0,-0.97,-0.35,1,0,0.37,0,0.37
11109,2023-05-31,EXP_1347,Maharashtra,Auto Parts,0.0,,59525671,1107,ISO9001,0,0.23,1,21081,9056,1,0.04,443293.0,2823.0,-0.63,-0.06,1,0,-0.71,0,-0.71
11110,2021-01-22,EXP_2051,Rajasthan,Machinery,,2392.0,75915811,378,ISO9001,0,0.37,0,19988,13204,1,0.71,443293.0,4952.0,0.73,0.09,1,1,-0.8,0,-0.8
11111,2022-01-20,EXP_9620,Maharashtra,Auto Parts,,,22618495,635,ISO9001,0,0.49,0,2197,3136,1,0.0,727034.0,920.0,-0.69,-0.01,0,1,-0.61,0,-0.61
11112,2022-11-05,EXP_2006,Tamil Nadu,Auto Parts,1.0,3967.0,23062418,29,,0,0.39,1,13832,14122,1,0.19,443293.0,1027.0,0.99,0.78,0,0,-0.76,0,-0.76
11113,2024-05-20,EXP_6356,Tamil Nadu,Electronics,,,28309701,643,,0,0.14,1,21698,12588,0,0.43,703015.0,2366.0,0.13,-0.59,0,1,-0.54,0,-0.54
11114,2023-03-25,EXP_6808,Delhi,Pharmaceuticals,0.0,,61796557,483,EU-GMP,1,0.62,0,20214,1101,1,0.78,761650.0,2159.0,0.84,-0.24,1,1,-0.97,1,-0.97
11115,2021-03-21,EXP_6302,Haryana,Engineering,0.0,5757.0,38001123,877,CE,0,0.23,1,18703,9398,0,0.52,443293.0,2162.0,0.84,0.9,1,0,0.02,0,0.02
11116,2021-09-30,EXP_3592,Tamil Nadu,Electronics,,,76285731,625,,1,0.9,0,21646,3832,0,0.26,443293.0,3447.0,-0.59,0.65,1,1,-0.15,0,-0.15
11117,2024-05-12,EXP_1896,Delhi,Auto Parts,1.0,,64185000,1389,,0,0.02,0,8322,6112,0,0.12,443293.0,3026.0,-0.27,0.59,1,1,-0.1,0,-0.1
11118,2023-02-26,EXP_1492,Karnataka,IT Software,1.0,4086.0,73804230,169,,0,0.5,0,7109,14948,0,0.65,510933.0,4453.0,-0.91,-0.07,0,1,-0.14,0,-0.14
11119,2021-07-03,EXP_6924,Haryana,Chemicals,1.0,,5617937,1036,REACH,0,0.57,1,17517,11333,1,0.66,443293.0,824.0,-0.82,0.02,0,0,-0.45,0,-0.45
11120,2021-06-17,EXP_8261,Gujarat,IT Software,0.0,,13733796,1819,,1,0.55,1,10682,5440,0,0.17,443293.0,4136.0,-0.92,0.05,0,1,0.43,0,0.43
11121,2023-12-29,EXP_6254,Haryana,Engineering,0.0,2579.0,50184132,306,ISO9001,1,0.27,1,9818,11109,1,0.73,563898.0,1355.0,0.36,-0.06,1,1,0.38,0,0.38
11122,2023-03-04,EXP_5882,Gujarat,Machinery,1.0,7849.0,8191212,410,ISO9001,0,0.86,1,7888,14177,0,0.69,443293.0,4273.0,0.49,0.97,1,0,-0.72,0,-0.72
11123,2024-04-15,EXP_8004,Maharashtra,Medical Devices,,,40536066,622,,0,0.24,0,22686,7813,0,0.74,443293.0,3110.0,-0.43,0.06,0,1,-0.16,1,-0.16
11124,2024-07-27,EXP_8824,Punjab,Solar,,867.0,76098359,1415,UL,1,0.83,0,9207,3112,0,0.36,443293.0,3269.0,0.22,-0.19,0,0,-0.5,0,-0.5
11125,2022-04-20,EXP_1367,Maharashtra,Solar,,,47666033,1192,IEC,0,0.58,1,11956,3476,0,0.51,443293.0,3688.0,-0.57,0.58,0,1,-0.17,0,-0.17
11126,2022-11-29,EXP_6483,Telangana,Machinery,0.0,,65384469,1591,,0,0.44,1,11386,10990,0,0.95,443293.0,526.0,-0.54,0.0,1,1,0.46,0,0.46
11127,2023-07-31,EXP_6301,Delhi,Auto Parts,1.0,3763.0,73402594,1965,ISO9001,0,0.47,0,19803,2665,0,0.32,443293.0,2727.0,0.18,0.46,0,1,0.6,0,0.6
11128,2023-08-27,EXP_2051,Punjab,Machinery,1.0,,79714751,1193,,1,0.59,0,8942,7104,1,0.25,373414.0,1062.0,-0.17,0.96,0,0,0.43,1,0.43
11129,2023-12-27,EXP_7019,Punjab,Electronics,0.0,,28823533,1711,,0,0.24,0,19169,6199,1,0.83,775360.0,2744.0,-0.15,-0.44,1,1,0.96,0,0.96
11130,2023-09-18,EXP_9939,Punjab,Solar,0.0,5450.0,25637382,733,UL,0,0.74,1,23390,116,0,0.63,443293.0,1561.0,0.5,0.27,1,0,-0.67,0,-0.67
11131,2024-01-09,EXP_9292,Rajasthan,Pharmaceuticals,1.0,,49851573,152,WHO-GMP,0,0.76,0,6397,4756,1,0.94,443293.0,4464.0,-0.25,-0.22,0,0,0.98,0,0.98
11132,2022-04-04,EXP_7254,Maharashtra,Pharmaceuticals,0.0,,9948169,1701,WHO-GMP,1,0.03,1,5172,7464,1,0.09,769581.0,4487.0,0.73,-0.36,1,0,-0.36,0,-0.36
11133,2022-10-22,EXP_8415,Telangana,Engineering,0.0,4154.0,40720420,1755,ISO9001,1,0.19,1,6374,10917,0,0.52,443293.0,3485.0,-0.45,0.47,0,0,-0.7,0,-0.7
11134,2021-10-15,EXP_7161,Haryana,Machinery,,,56443560,1546,ISO9001,0,0.95,0,24300,9457,1,0.28,443293.0,620.0,0.45,-0.24,0,0,0.49,0,0.49
11135,2022-10-09,EXP_8991,Telangana,Chemicals,,4173.0,51699833,1534,RoHS,1,0.44,0,6823,3233,0,0.35,443293.0,4765.0,-0.71,0.55,0,1,0.42,0,0.42
11136,2023-07-03,EXP_3460,Karnataka,Pharmaceuticals,1.0,,20729584,1176,WHO-GMP,1,0.08,1,22573,2436,0,0.07,339568.0,2475.0,0.41,0.86,0,0,0.85,0,0.85
11137,2023-10-18,EXP_1062,Haryana,Engineering,,3572.0,4828257,1286,ISO9001,1,0.82,0,14989,14991,0,0.1,443293.0,4623.0,-0.09,0.31,1,1,0.22,0,0.22
11138,2021-09-24,EXP_8316,Tamil Nadu,Engineering,,,78682261,62,ISO14001,1,0.7,1,13499,8017,0,0.6,868623.0700000001,3865.0,-0.87,-0.94,0,0,0.74,0,0.74
11139,2021-11-30,EXP_3538,Maharashtra,Chemicals,,,73061910,730,REACH,1,0.78,1,342,12736,0,0.19,443293.0,3114.0,0.12,0.48,1,1,-0.57,0,-0.57
11140,2023-02-20,EXP_8982,Haryana,Engineering,1.0,,56435867,1963,ISO9001,0,0.83,0,884,14862,1,0.86,456551.0,54.99000000000001,0.95,-0.81,1,0,0.0,1,0.0
11141,2021-02-20,EXP_8724,Haryana,IT Software,1.0,,76843512,703,SOC2,1,0.51,1,8260,5856,1,0.09,443293.0,1439.0,-0.28,-0.24,1,0,-0.6,0,-0.6
11142,2023-01-06,EXP_8887,Karnataka,Solar,0.0,2554.0,67769152,1442,,1,0.88,0,14824,2440,1,0.51,443293.0,3988.0,-0.61,-0.84,1,0,-0.38,0,-0.38
11143,2021-03-31,EXP_8011,Punjab,Engineering,,7725.0,948084,1192,,0,0.35,0,15057,1032,0,0.5,443293.0,2931.0,-0.63,0.35,1,0,-0.74,0,-0.74
11144,2021-11-12,EXP_4541,Haryana,Electronics,1.0,2076.0,67968805,117,,0,0.99,0,20362,11146,1,0.83,257609.0,3174.0,0.92,-0.96,1,1,0.95,0,0.95
11145,2021-05-22,EXP_1344,Telangana,Chemicals,1.0,,57379169,622,REACH,1,0.92,1,20406,8494,1,0.13,868623.0700000001,2480.0,-0.69,-0.51,0,0,-0.22,0,-0.22
11146,2023-06-05,EXP_6850,Telangana,Medical Devices,,,8414690,1987,,1,0.95,1,13774,7025,0,0.74,443293.0,3134.0,0.56,-0.16,1,1,0.56,0,0.56
